bug_id,bug_status,version,keywords,short_desc,component,attachments
1382866,CLOSED-RAWHIDE,25,"EasyFix, Reopened, Triaged",[abrt] dnf: rpmtrans.py:237:_extract_str_cbkey:AssertionError,dnf,"_var_log_dnf.log, backtrace, dnf-makecache.log, environ"
1382879,CLOSED-ERRATA,24,,evolution refuses sending emails and keeps asking for google authorization.,evolution,
1382888,CLOSED-ERRATA,24,,RFE: Upgrade to JSON-MaybeXS >= 1.003007,perl-JSON-MaybeXS,
1382894,CLOSED-ERRATA,24,,encfssh should be executable,fuse-encfs,
1382896,CLOSED-RAWHIDE,25,,var/tmp/rpm-tmp.pTTSYA: line 5: syntax error near unexpected token `else',texlive,
1382899,CLOSED-ERRATA,25,,[control-center] wired-connection icon missing in panel and broken menu,control-center,nm-applet-wired.png
1382988,CLOSED-CURRENTRELEASE,24,,Mariadb server fail to start,mariadb,
1382990,CLOSED-ERRATA,25,,mediawriter dumps core if it cannot open a display,mediawriter,
1383026,CLOSED-ERRATA,25,,PlayOnLinux is broken on Wayland,playonlinux,
1383057,CLOSED-RAWHIDE,24,,Broken glibc  info node link: POSIX Safety Concepts,texinfo,
1383059,CLOSED-ERRATA,24,Reopened,Please update to version 2.3.0,LabPlot,
1383060,CLOSED-ERRATA,24,,firewalld does not start hanging in getrandom and gets killed by systemd after timeout,python3,firewalld.err
1383066,CLOSED-ERRATA,24,,updating systemd re-creates /var/log/journal,systemd,
1383067,CLOSED-ERRATA,25,,"ccache not updated in F25 ,",ccache,
1383068,CLOSED-ERRATA,25,,"Pitivi doesn't launch, complains of lack of dependency: gstgtk",pitivi,
1383071,CLOSED-ERRATA,24,,"SELinux is preventing gnome-thumbnail from read, write access on the chr_file /dev/tty2.",selinux-policy,
1383076,CLOSED-ERRATA,24,,[abrt] gretl: ar_model(): gretl_x11 killed by SIGSEGV,gretl,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1383081,CLOSED-ERRATA,25,,"dlaran.f and slaran.f built without -fPIC, causing FTBFS on riscv64 & mipsel",lapack,file_1383081.txt
1383115,CLOSED-ERRATA,24,,Vulkan loader is built without wayland support,vulkan,
1383146,CLOSED-ERRATA,25,,krita-libs is missing a dependency,krita,
1383173,CLOSED-ERRATA,24,,[abrt] cinnamon: nm_setting_ip6_config_clear_addresses(): python2.7 killed by SIGSEGV,cinnamon,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1383210,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-5425 tomcat: Local privilege escalation via systemd-tmpfiles service [fedora-all],tomcat,
1383212,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-8568 CVE-2016-8569 libgit2: Invalid memory accesses parsing object files [fedora-all],libgit2,
1383215,CLOSED-ERRATA,24,,[abrt] homebank: gtk_widget_get_ancestor(): homebank killed by SIGSEGV,homebank,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1383216,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-6325 tomcat: tomcat writable config files allow privilege escalation [fedora-all],tomcat,
1383219,CLOSED-ERRATA,24,,Unresolved dependency in munin-cgi and reference to nginx user in systemd service file,munin,
1383225,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-7800 CVE-2016-7996 CVE-2016-7997 CVE-2016-8682 CVE-2016-8683 CVE-2016-8684 CVE-2016-9830 GraphicsMagick: various flaws [fedora-all],GraphicsMagick,
1383230,CLOSED-CURRENTRELEASE,25,,Jekyll,Changes Tracking,
1383266,CLOSED-ERRATA,25,,[anaconda] spurious empty file /1 created during install,anaconda,
1383272,CLOSED-ERRATA,25,,Compiz not clearing screen when drawing new frames,compiz,117e44y.jpg
1383274,CLOSED-ERRATA,25,,wrong ninja.vim content,ninja-build,
1383286,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-8577 Qemu: 9pfs: host memory leakage in v9fs_read [fedora-all],qemu,
1383287,CLOSED-ERRATA,24,"Reopened, Security, SecurityTracking",CVE-2016-8577 xen: Qemu: 9pfs: host memory leakage in v9fs_read [fedora-all],xen,
1383292,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-8578 Qemu: 9pfs: potential NULL dereferencein 9pfs routines [fedora-all],qemu,
1383293,CLOSED-ERRATA,24,"Reopened, Security, SecurityTracking",CVE-2016-8578 xen: Qemu: 9pfs: potential NULL dereferencein 9pfs routines [fedora-all],xen,
1383298,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-6323 glibc: Missing unwind info in __startcontext causes infinite loop in _Unwind_Backtrace [fedora-all],glibc,
1383311,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-6323 glibc-arm-linux-gnu: glibc: Missing unwind info in __startcontext causes infinite loop in _Unwind_Backtrace [fedora-all],glibc-arm-linux-gnu,
1383360,CLOSED-CURRENTRELEASE,25,Triaged,Network applet in system tray does not show wifi / 3G connection status,plasma-nm,"wifi_connected.jpg, mobile_connected.jpg"
1383460,CLOSED-ERRATA,24,,[abrt] remmina: g_realloc(): remmina killed by SIGABRT,remmina,"backtrace, cgroup, core_backtrace, dso_list, environ, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1383471,CLOSED-ERRATA,25,,[abrt] WARNING: CPU: 3 PID: 12176 at ./include/linux/swap.h:276 page_cache_tree_insert+0x1cc/0x1e0,kernel,dmesg
1383473,CLOSED-ERRATA,25,,SELinux is preventing exim from 'connectto' accesses on the unix_stream_socket /run/dbus/system_bus_socket.,selinux-policy,
1383513,CLOSED-ERRATA,24,Reopened,ImportError: cannot import name Event,rtlsdr-scanner,
1383537,CLOSED-ERRATA,25,Reopened,"company name not specified, may cause namespace conflict",mediawriter,
1383562,CLOSED-ERRATA,24,,[drm:intel_cpu_fifo_underrun_irq_handler [i915]] *ERROR* CPU pipe B FIFO underrun,xorg-x11-drv-intel,dmesg_screen.dmesg
1383565,CLOSED-RAWHIDE,24,"Patch, Triaged",segmentation fault when Sack.add_cmdline_package is passed an invalid RPM,hawkey,"0001-check-for-errors-from-repo_add_rpm-RhBug-1383565.patch, stack-trace-4-dnf"
1383585,CLOSED-CURRENTRELEASE,25,,WARNING: D-Bus notification failed: The name com.redhat.lvmdbus1 was not provided by any .service files,lvm2,jor.log
1383608,CLOSED-ERRATA,25,,empty manpage in darcs-2.12 builds,darcs,
1383610,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-7967 kf5-messagelib: kdepim: JavaScript access to local and remote URLs in Kmail [fedora-all],kf5-messagelib,
1383629,CLOSED-ERRATA,25,,Shrink the file system with the resize2fs causes core dump,e2fsprogs,"history.txt, jor.log, ccpp-2016.tar.bz2"
1383641,CLOSED-ERRATA,25,Reopened,ed25519 and ecdsa OpenSSH keys are not pregenerated,lorax,
1383646,CLOSED-ERRATA,25,Regression,libX11-1.6.4 stopped supporting cs_CZ.UTF-8 locale,libX11,
1383650,CLOSED-RAWHIDE,25,Patch,perl-Crypt-OpenSSL-RSA-0.28-15.fc26 FTBFS: dereferencing pointer to incomplete type 'RSA {aka struct rsa_st}',perl-Crypt-OpenSSL-RSA,
1383658,CLOSED-ERRATA,24,"Reopened, Security, SecurityTracking",dbus: Format string vulnerability [fedora-all],dbus,
1383698,CLOSED-ERRATA,25,,Two column panel is broken in user defined listing mode,mc,
1383708,CLOSED-ERRATA,25,,gnutls crypto policy code incompatible with ostree (causes glib-networking/libsoup crashes),gnutls,
1383734,CLOSED-ERRATA,24,Reopened,classified-ads nees be rebuild to requires libminiupnpc.so.16(),classified-ads,
1383736,CLOSED-CURRENTRELEASE,24,,CPUFREQ empty,kernel,
1383744,CLOSED-RAWHIDE,26,,make sure we have openssl 1.1 support upstream instead of via downstream patch,libarchive,
1383747,CLOSED-ERRATA,25,,[abrt] apper: K4AboutData::appName(): apper-pk-session killed by SIGSEGV,apper,"backtrace, cgroup, core_backtrace, dso_list, environ, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages, exploitable"
1383764,CLOSED-ERRATA,24,Reopened,calligra-braindump fails at start,calligra,braindump-20161011-200214.kcrash.txt
1383810,CLOSED-CURRENTRELEASE,25,,Logs flooded with cdc_ether kevent dropped messages,kernel,
1383819,CLOSED-ERRATA,25,,copr repo makes gnome-software/pkcon unable to find software,gnome-software,
1383820,CLOSED-ERRATA,25,,"[abrt] irq 19: nobody cared (try booting with the ""irqpoll"" option)",kernel,dmesg
1383855,CLOSED-CURRENTRELEASE,26,Reopened,"lsyncd 2.1.6 is available, fixes security vulnerability CVE-2014-8990",lsyncd,
1383867,CLOSED-ERRATA,25,CommonBugs,SELinux is preventing pickup from 'read' accesses on the lnk_file log.,selinux-policy,
1383873,CLOSED-ERRATA,25,,ValueError: Device 'sdd4' not in tree,python-blivet,"anaconda-tb, anaconda.log, environ, journalctl, lsblk_output, nmcli_dev_list, os_info, program.log, storage.log, ifcfg.log"
1383918,CLOSED-ERRATA,24,Regression,"NSPR 4.13 broke ntlm_auth helper, upgrade to 4.13.1 necessary",nspr,
1383941,CLOSED-ERRATA,24,"Reopened, Security, SecurityTracking",CVE-2016-8602 ghostscript: check for sufficient params in .sethalftone5 [fedora-all],ghostscript,
1383959,CLOSED-CURRENTRELEASE,24,"Security, SecurityTracking",CVE-2016-7968 kf5-messagelib: kdepim: JavaScript execution in HTML Mails [fedora-all],kf5-messagelib,
1383973,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-8605 CVE-2016-8606 guile: various flaws [fedora-all],guile,
1383974,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-8605 CVE-2016-8606 compat-guile18: various flaws [fedora-all],compat-guile18,
1384029,CLOSED-ERRATA,25,Reopened,Eclipse-GUI fails to start,glassfish-el,"1476272933777.log, eclipse_logfiles.tar.xz"
1384045,CLOSED-RAWHIDE,26,,bolzplatz2006-1.0.3-32.fc24: FTBFS in Fedora Rawhide on arm,bolzplatz2006,
1384067,CLOSED-CURRENTRELEASE,25,,texlive-bibtex and texlive-koma-script are not compatible,texlive,
1384084,CLOSED-ERRATA,25,,[abrt] ncmpcpp: MPD::checkConnectionErrors(): ncmpcpp killed by SIGABRT,ncmpcpp,"backtrace, cgroup, core_backtrace, dso_list, environ, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1384129,CLOSED-CURRENTRELEASE,26,,ldns-1.6.17-20.fc25 FTBFS: configure test of OpenSSL's version failed,ldns,
1384236,CLOSED-ERRATA,25,,"Switch to jline 2.x in -utils, mark License.txt as %license",bsh,Switch-to-jline-2x-in--utils-mark-Licensetxt-as-li.patch
1384238,CLOSED-ERRATA,24,,unable to boot after updating from fedora 24 4.7.5-200 to fedora 24 4.7.6-200,kernel,"quietparameter.jpg, noQuietparameter.jpg, kernelboot.jpg, IMG_20161018_4.8.2-300.jpg"
1384306,CLOSED-ERRATA,25,,[eclipse] fails to start up,eclipse,1476332387021.log
1384318,CLOSED-ERRATA,25,,missing rebuild against gtk3 for f25,mate-applet-softupd,
1384368,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-5181 CVE-2016-5182 CVE-2016-5183 CVE-2016-5184 CVE-2016-5185 CVE-2016-5186 CVE-2016-5187 CVE-2016-5188 CVE-2016-5189 CVE-2016-5190 CVE-2016-5191 CVE-2016-5192 CVE-2016-5193 CVE-2016-5194 chromium: various flaws [fedora-all],chromium,
1384386,CLOSED-RAWHIDE,25,,dnf has no group success/failure management,dnf,
1384394,CLOSED-ERRATA,24,"Reopened, Security, SecurityTracking",CVE-2016-8659 bubblewrap: Privilege escalation via PR_SET_DUMPABLE flag [fedora-all],bubblewrap,
1384405,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-8658 kernel: Stack buffer overflow in brcmf_cfg80211_start_ap [fedora-all],kernel,
1384432,CLOSED-ERRATA,24,,Server crash on first event from a newly reattached slave device,xorg-x11-server,"Xorg.0.log, backtrace, dmesg, dso_list, etc_X11_xorg_conf_d.tar.gz, usr_share_xorg_conf_d.tar.gz, valgrind.out"
1384477,CLOSED-RAWHIDE,24,,Unable to update some F24 kf5 packages,kf5-akonadi,
1384480,CLOSED-ERRATA,24,,Incorrect remainder calculation in gmpy2 using MPFR-3.1.4-1,mpfr,
1384482,CLOSED-ERRATA,25,,Screenshots and screencasts don't work on Wayland with multiple monitors (regression),mutter,"Snímek z 2016-10-11 11-55-35.png, screen.png"
1384486,CLOSED-ERRATA,25,,[abrt] xorg-x11-server-Xorg: sna_set_cursor_position(): Xorg killed by SIGSEGV,xorg-x11-drv-intel,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages, Xorg-nphilipp-backtrace, xorg-backtrace-pgn674-20161222.txt, file_1384486.txt"
1384532,CLOSED-ERRATA,25,Reopened,AttributeError: 'Blivet' object has no attribute 'zfcp',anaconda,
1384553,CLOSED-ERRATA,25,,Problem with timezones after tzdata update,qt5-qtbase,
1384600,CLOSED-ERRATA,24,,SELinux prevents cobbler from authenticating via PAM,selinux-policy,
1384615,CLOSED-CURRENTRELEASE,25,,"Use ""F"" flag in binfmt for qemu-user-static",qemu,
1384618,CLOSED-ERRATA,25,,digikam failed under wayland session,digikam,
1384633,CLOSED-CURRENTRELEASE,25,,SELinux is preventing cupsd from 'rename' accesses on the file /etc/cups/subscriptions.conf.,selinux-policy,
1384676,CLOSED-ERRATA,25,,[abrt] virt-manager: strlen(): python2.7 killed by SIGSEGV,spice-gtk,"backtrace, cgroup, core_backtrace, dso_list, environ, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages, exploitable"
1384691,CLOSED-ERRATA,24,,Markup text printed literally plain text,mate-notification-daemon,mate-notification-daemon_bug.png
1384839,CLOSED-ERRATA,24,,ssl-sites and http://oss.oetiker.ch/rrdtool/.pics/rrdtool.gif,mailgraph,
1384843,CLOSED-ERRATA,25,,Latest xorg server freezes KDE's plasma desktop,xorg-x11-server,"xdpyinfo.out, xvinfo.out"
1384871,CLOSED-ERRATA,25,,pflogsumm: many warnings when parsing logs with IPv6 addresses,postfix,
1384876,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-8667 Qemu: hw: dma: divide by zero error in set_next_tick [fedora-all],qemu,
1384898,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-8668 Qemu: net: OOB buffer access in rocker switch emulation [fedora-all],qemu,
1384910,CLOSED-ERRATA,24,"Reopened, Security, SecurityTracking",CVE-2016-8669 xen: Qemu: char: divide by zero error in serial_update_parameters [fedora-all],xen,
1384911,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-8669 Qemu: char: divide by zero error in serial_update_parameters [fedora-all],qemu,
1384938,CLOSED-RAWHIDE,25,,rpms not built with maximum number of cpus available,redhat-rpm-config,0001-redhat-rpm-config-Enable-all-cpus-for-rpm-builds.patch
1385036,CLOSED-CURRENTRELEASE,25,,gnome-tweak-tool and gsettings does not turn on (Icons on Desktop),nautilus,
1385090,CLOSED-ERRATA,25,,SELinux is preventing gnome-shell from 'getattr' accesses on the chr_file /dev/loop-control.,selinux-policy,file_1385090.txt
1385172,CLOSED-ERRATA,25,,Writes NM_CONTROLLED=no into autogenerated network configuration,cloud-init,
1385200,CLOSED-ERRATA,24,,libimobiledevice/usbmuxd fails with new version of GnuTLS,libimobiledevice,
1385221,CLOSED-CURRENTRELEASE,24,,Clipboard doesn't work in Wine 1.9.19,wine,
1385263,CLOSED-ERRATA,24,,xfce4-terminal - Transparency is not working anymore,xfce4-terminal,
1385280,CLOSED-ERRATA,24,,perl-App-Cmd contains a lot of test files which should not be installed.,perl-App-Cmd,
1385288,CLOSED-ERRATA,25,,Application icon is using 'generic executable' icon,polari,
1385290,CLOSED-CURRENTRELEASE,24,,nss-softokn 3.27-0-1.0 RSA_PopulatePrivateKey API call failure,nss-softokn,
1385394,CLOSED-CURRENTRELEASE,25,,GeForce 9300 and HDMI not working,kernel,"Fix-for-ION-No-Signal-via-HDMI.patch, 0001-disp-mcp7x-disable-dptmds-workaround.patch"
1385415,CLOSED-ERRATA,24,,[abrt] vinagre: memset(): vinagre killed by SIGSEGV,vinagre,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1385432,CLOSED-ERRATA,25,Triaged,"Dracut exhibits numerous AVC denied errors during cleanup, takes long time to power off",selinux-policy,bug.txt
1385501,CLOSED-ERRATA,25,,postinstall scriptlet creates group GROUPNAME,sane-backends,
1385516,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-8690 CVE-2016-8691 CVE-2016-8692 CVE-2016-8693 jasper: various flaws [fedora-all],jasper,
1385517,CLOSED-RAWHIDE,24,"Security, SecurityTracking",CVE-2016-8690 CVE-2016-8691 CVE-2016-8692 CVE-2016-8693 mingw-jasper: various flaws [fedora-all],mingw-jasper,
1385588,CLOSED-ERRATA,26,,freeradius-3.0.11-3.fc26 FTBFS: dereferencing pointer to incomplete type 'SSL {aka struct ssl_st}',freeradius,
1385630,CLOSED-ERRATA,24,,Backup of IPv6-only host fails,BackupPC,"BackupPC-3.3.1-IPv6-support.patch, BackupPC.spec.diff"
1385674,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-8687 CVE-2016-8688 CVE-2016-8689 mingw-libarchive: various flaws [fedora-all],mingw-libarchive,
1385692,CLOSED-RAWHIDE,24,"Security, SecurityTracking",CVE-2016-8679 CVE-2016-8680 CVE-2016-8681 libdwarf: various flaws [fedora-all],libdwarf,
1385702,CLOSED-ERRATA,26,,thrift-0.9.1-17.fc26.5 FTBFS: checking for BN_init in -lcrypto... no,thrift,"build.log, thrift-0.9.1-openssl.patch, thrift-0.9.1-openssl.patch"
1385823,CLOSED-ERRATA,24,,[PATCH] WiFi does not work on a Lenovo Yoga 910-13IKB.,kernel,
1385825,CLOSED-CURRENTRELEASE,25,,Google CalDav API Daily Limit for Unauthenticated Use Exceeded.,gnome-online-accounts,
1385836,CLOSED-ERRATA,24,Reopened,[abrt] LabPlot: QApplication::notify(): labplot2 killed by SIGSEGV,LabPlot,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1385849,CLOSED-ERRATA,25,Reopened,Missing panel icon on Xfce,mediawriter,
1385915,CLOSED-ERRATA,26,,Package current svn snapshot of 1.4.0,gl2ps,
1385956,CLOSED-NEXTRELEASE,25,,qxl: Only emit QXL_INTERRUPT_CLIENT_MONITORS_CONFIG on config  changes,kernel,
1386078,CLOSED-RAWHIDE,25,"EasyFix, i18n, Triaged, UserExperience",L10N - Explain repoquery strings,dnf,
1386095,CLOSED-CURRENTRELEASE,25,,Kernel and XORG error when installing,kernel,
1386110,CLOSED-ERRATA,24,"Reopened, Security, SecurityTracking",CVE-2016-1245 quagga: Buffer Overflow in IPv6 RA handling [fedora-all],quagga,
1386129,CLOSED-ERRATA,24,Regression,RM command with star argument to remove all does not work,tcsh,
1386169,CLOSED-CURRENTRELEASE,25,,"XWayland/Clipboard - Modifiers (ctrl, alt) misbehave in combination with password fields and alt-tabing",firefox,
1386204,CLOSED-CURRENTRELEASE,25,,Mirroring doesn't work,mutter,
1386223,CLOSED-CURRENTRELEASE,26,,Libvirt is blocking me running VMS because of no svm?,libvirt,f24_atomic_default.xml
1386328,CLOSED-ERRATA,24,,texlive default configuration paths are wrong,texlive,context-document.tar
1386362,CLOSED-WONTFIX,24,,[abrt] general protection fault in snd_ctl_release [snd],kernel,dmesg
1386370,CLOSED-ERRATA,25,,"clamtk works on Fedora 25 Workstation, but doesn't start on Fedora 25 KDE",clamtk,fix-gtk-icon.patch
1386411,CLOSED-RAWHIDE,24,,Change upstream URL in spec file,hplip,
1386451,CLOSED-ERRATA,25,,trace-cmd record crashes if -f is used before -e,trace-cmd,
1386464,CLOSED-ERRATA,25,,virt-manager failed to detect the bootable installer on my usb stick,virt-manager,
1386500,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-8860 tor: Version 0.2.8.9 contains security fixes [fedora-all],tor,
1386544,CLOSED-ERRATA,24,Reopened,bind mounting a dir to homedir wipes the dir (outside chroot) when cleaning,mock,
1386565,CLOSED-ERRATA,24,,"[abrt] gparted: Glib::ustring_Iterator<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator++(): gpartedbin killed by SIGSEGV",gparted,"backtrace, cgroup, core_backtrace, dso_list, environ, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages, exploitable"
1386607,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-3492 CVE-2016-5507 CVE-2016-5609 CVE-2016-5612 CVE-2016-5616 CVE-2016-5617 CVE-2016-5626 CVE-2016-5627 CVE-2016-5629 CVE-2016-5630 CVE-2016-8283 CVE-2016-8284 CVE-2016-8288 community-mysql: various flaws [fedora-all],community-mysql,
1386608,CLOSED-CURRENTRELEASE,24,"Security, SecurityTracking",CVE-2016-3492 CVE-2016-5612 CVE-2016-5616 CVE-2016-5617 CVE-2016-5624 CVE-2016-5626 CVE-2016-5629 CVE-2016-8283 mariadb: various flaws [fedora-all],mariadb,
1386665,CLOSED-RAWHIDE,25,,Build failure of texstudio against Qt >= 5.7,qt5-qtbase,"build.log, root.log, texstudio_remove_qt4_versionchecks.patch"
1386809,CLOSED-ERRATA,24,,"re-exec'ed make runs recipes with maximum RLIMIT_STACK, please apply upstream fix",make,
1386909,CLOSED-ERRATA,24,,crash 7.1.6 doesn't handle kernel 4.7.7-200.fc24 when relocated past ~400MB,crash,
1386921,CLOSED-RAWHIDE,24,,"""dnf info SUBPACKAGE"" does not print the name of the source RPM",dnf,
1386927,CLOSED-NEXTRELEASE,25,,SELinux is preventing lpqd from 'read' accesses on the sock_file cups.sock.,selinux-policy,
1386947,CLOSED-ERRATA,24,Reopened,1.6 RC1 package version is considered newer than 1.6 version from lazarus website,lazarus,
1387080,CLOSED-ERRATA,25,"Reopened, Security, SecurityTracking",CVE-2016-5195 kernel: mm: privilege escalation via MAP_PRIVATE COW breakage [fedora-all],kernel,
1387087,CLOSED-ERRATA,24,,winrs is not executable,openwsman,
1387108,CLOSED-ERRATA,25,Reopened,Build HDFS providers in VFS2.1,apache-commons-vfs,
1387110,CLOSED-ERRATA,25,,Support AccumuloVFSClassloader using VFS 2.1 HDFS provider,accumulo,
1387113,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-8859 tre: Regex integer overflow in buffer size computations [fedora-all],tre,
1387118,CLOSED-ERRATA,25,,Can't install Paraview package because of broken dependency,paraview,
1387141,CLOSED-CURRENTRELEASE,25,,gnutls: do not call getrandom() on constructor,gnutls,
1387177,CLOSED-ERRATA,26,,Tracker for golang-github-cockroachdb-cmux,golang-github-cockroachdb-cmux,
1387276,CLOSED-ERRATA,25,Reopened,Doesn't start,freemind,
1387281,CLOSED-ERRATA,25,,[abrt] xorg-x11-server-Xwayland: Segmentation fault at address 0x10,xorg-x11-server,"Xorg.0.log, backtrace, dmesg, dso_list, etc_X11_xorg_conf_d.tar.gz, usr_share_xorg_conf_d.tar.gz"
1387323,CLOSED-ERRATA,24,,Update to version 5.3.1 libkgapi,libkgapi,
1387357,CLOSED-ERRATA,24,,Wayland around the corner - would be nice to have keyboard (function keys) shortcuts work,freerdp,
1387392,CLOSED-CURRENTRELEASE,24,,Missing packages  cockpit-docker and  cockpit-kubernetes for ppc64le architecture,cockpit,
1387403,CLOSED-ERRATA,24,,Software failed to display appstream compliant metainfo,gnome-software,"Screenshot from 2016-10-20 12-36-45.png, Screenshot from 2016-10-21 13-09-42.png"
1387496,CLOSED-ERRATA,25,,segfault when launch twice,pluma,
1387521,CLOSED-ERRATA,26,,Port to OpenSSL 1.1.0,xchat,
1387530,CLOSED-NEXTRELEASE,25,,Evolution cannot save signature,evolution,
1387589,CLOSED-ERRATA,24,"Reopened, Security, SecurityTracking",CVE-2016-5287 CVE-2016-5288 firefox: various flaws [fedora-all],firefox,
1387621,CLOSED-ERRATA,24,,dnf module doesn't work with a rawhide host,ansible,
1387733,CLOSED-ERRATA,25,,Blank screen after boot on Raspberry Pi,kernel,"log.tgz, file_1387733.txt"
1387752,CLOSED-ERRATA,24,,lighttpd should depend on fedora-logos-httpd,lighttpd,
1387760,CLOSED-ERRATA,25,Reopened,SELinux is preventing nfs-server-gene from 'write' accesses on the directory generator upon DNF installation or updates.,selinux-policy,
1387763,CLOSED-ERRATA,24,,lighttpd conf.d config files used by optional modules should be in the module subpackages,lighttpd,
1387831,CLOSED-ERRATA,25,Reopened,Cannot start existing containers,docker,
1387860,CLOSED-ERRATA,25,,Error message when the atomic command is used with bash-completion,atomic,
1387862,CLOSED-ERRATA,24,,[abrt] hexchat: pevent_make_pntevts(): hexchat killed by SIGABRT,hexchat,"cgroup, core_backtrace, dso_list, limits, mountinfo, namespaces, proc_pid_status, var_log_messages"
1387868,CLOSED-ERRATA,25,,openldap server doesn't support any strong cipher suites,openldap,
1387900,CLOSED-CURRENTRELEASE,24,,"cvs and rcs is still part of the ""Development Tools"" yum group - git missing",comps,
1387919,CLOSED-CURRENTRELEASE,24,,Linux kernel 4.7.9-200 does not boot on Dell Inspiron 500m,kernel,"lspci.dell-latitude.i686-failing, dmidecode.dell-latitude.i686-failing, lspci.lenovo-t500.x86_64-working, dmidecode.lenovo-t500.x86_64-working, lspci.asus-amd.x86_64-working, dmidecode.asus-amd.x86_64-working, cpu_from_apic_too_early.patch, init_apic_mapping_before_usage.patch"
1387929,CLOSED-ERRATA,24,,Fedora Does Not Honor Selection Color Configuration,bluefish,BlueFsh.Prefs.PT.br_20161025.png
1387934,CLOSED-CURRENTRELEASE,25,,docker-storage-setup service deleted to break  systemd ordering cycle,docker-storage-setup,
1387950,CLOSED-CURRENTRELEASE,26,,kexec-tools: support for arm64 kdump,kexec-tools,
1388047,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-8910 Qemu: net: rtl8139: infinite loop while transmit in C+ mode [fedora-all],qemu,
1388048,CLOSED-ERRATA,24,"Reopened, Security, SecurityTracking",CVE-2016-8910 xen: Qemu: net: rtl8139: infinite loop while transmit in C+ mode [fedora-all],xen,
1388053,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-8909 Qemu: audio: intel-hda: infinite loop in processing dma buffer stream [fedora-all],qemu,
1388209,CLOSED-ERRATA,24,,LVM functionality broken after update to 1.4.2,rsnapshot,rsnapshot.conf
1388250,CLOSED-ERRATA,24,Reopened,qemu-user-static has wrong binfmt.d configuration,qemu,
1388269,CLOSED-CURRENTRELEASE,24,,Failed getting Skype Token when not using an outlook account,purple-skypeweb,
1388300,CLOSED-ERRATA,24,"Security, SecurityTracking",qemu: qemu-kvm: Infinite loop vulnerability in a9_gtimer_update() [fedora-all],qemu,
1388301,CLOSED-ERRATA,24,"Reopened, Security, SecurityTracking",xen: qemu-kvm: Infinite loop vulnerability in a9_gtimer_update() [fedora-all],xen,
1388367,CLOSED-ERRATA,25,,totem keeps blinking while it plays the video,totem,"jor.log, Screencast from 10-25-2016 05:15:11 AM.webm"
1388451,CLOSED-ERRATA,24,"Security, SecurityTracking",CVE-2016-9011 libwmf: Memory allocation failure in wmf_malloc [fedora-all],libwmf,
1388531,CLOSED-ERRATA,24,,[Errno 25] Inappropriate ioctl for device,ansible,
